symbol,entry_time,entry,stop,target,quantity,risk_per_share,risk_pct_of_entry,planned_risk,gross_pnl,net_pnl,r_multiple,reason
LT,2026-08-17 11:55:00+05:30,4053.3,4045.0,4069.900000000001,2,8.300000000000182,0.20477142081760988,16.600000000000364,33.20000000000073,16.43969439084873,2.0,TARGET
KOTAKBANK,2026-08-19 11:50:00+05:30,389.9,389.1,391.4999999999999,25,0.7999999999999545,0.20518081559373036,19.999999999998863,39.999999999997726,19.84706073869773,2.0,TARGET
AXISBANK,2026-08-04 10:00:00+05:30,1256.0,1253.4,1261.1999999999998,7,2.599999999999909,0.20700636942674436,18.199999999999363,-18.199999999999363,-36.31549024244337,-1.0,STOP
M&M,2026-08-12 13:25:00+05:30,3422.6,3415.5,3436.8,2,7.099999999999909,0.20744463273534475,14.199999999999818,-14.199999999999818,-28.304168875115817,-1.0,STOP
BHARTIARTL,2026-08-07 13:25:00+05:30,1958.1,1954.0,1966.3,5,4.099999999999909,0.20938665032428933,20.499999999999545,-20.499999999999545,-40.67258514438954,-1.0,STOP
HINDUNILVR,2026-08-06 11:20:00+05:30,2091.0,2086.6,2099.8,4,4.400000000000091,0.21042563366810574,17.600000000000364,-17.600000000000364,-34.833290540672365,-1.0,STOP
SUNPHARMA,2026-08-28 12:25:00+05:30,1916.3,1912.2,1924.5,5,4.099999999999909,0.21395397380367948,20.499999999999545,40.99999999999909,21.18834651527909,2.0,TARGET
LT,2026-08-07 13:25:00+05:30,4049.0,4040.3,4066.4,2,8.699999999999818,0.21486786860952872,17.399999999999636,-17.399999999999636,-34.08481020234763,-1.0,STOP
HINDUNILVR,2026-08-31 12:05:00+05:30,1994.7,1990.4,2003.3,5,4.2999999999999545,0.21557126384919809,21.499999999999773,42.999999999999545,22.377440471799545,2.0,TARGET
KOTAKBANK,2026-08-03 14:25:00+05:30,393.75,392.9,395.4500000000001,25,0.8500000000000227,0.21587301587302166,21.25000000000057,-21.25000000000057,-41.53157395367557,-1.0,STOP
ITC,2026-08-14 14:05:00+05:30,277.6,277.0,278.80000000000007,36,0.6000000000000227,0.21613832853026754,21.60000000000082,0.0,-20.614941588096,0.0,SESSION_CLOSE
HCLTECH,2026-08-11 11:45:00+05:30,1370.7,1367.7,1376.7,7,3.0,0.2188662727073758,21.0,-21.0,-40.768527951984,-1.0,STOP
M&M,2026-08-18 11:35:00+05:30,3425.0,3417.5,3440.0,2,7.5,0.21897810218978103,15.0,-15.0,-29.1131572583,-1.0,STOP
LT,2026-08-03 11:50:00+05:30,3985.0,3976.2,4002.6,2,8.800000000000182,0.22082810539523667,17.600000000000364,35.20000000000073,18.719192018064728,2.0,TARGET
SUNPHARMA,2026-08-19 12:05:00+05:30,1895.7,1891.5,1904.1,5,4.2000000000000455,0.22155404336129375,21.000000000000227,-21.000000000000227,-40.52841636048023,-1.0,STOP
SBIN,2026-08-13 10:45:00+05:30,1083.0,1080.6,1087.8000000000002,9,2.400000000000091,0.22160664819945436,21.60000000000082,-21.60000000000082,-41.68159717183282,-1.0,STOP
ADANIENT,2026-08-20 11:35:00+05:30,3008.9,3002.2,3022.3000000000006,3,6.700000000000273,0.2226727375452914,20.10000000000082,-20.10000000000082,-38.697464099094816,-1.0,STOP
SUNPHARMA,2026-08-27 12:25:00+05:30,1913.4,1909.1,1922.0000000000005,5,4.300000000000182,0.22473084561514486,21.50000000000091,-21.50000000000091,-41.21040472775091,-1.0,STOP
TCS,2026-08-03 12:35:00+05:30,2436.2,2430.7,2447.2,4,5.5,0.22576143173795257,22.0,44.0,23.848064708752,2.0,TARGET
ICICIBANK,2026-08-17 11:55:00+05:30,1415.9,1412.7,1422.3000000000002,7,3.2000000000000455,0.22600466134614347,22.40000000000032,44.80000000000064,24.303692992068637,2.0,TARGET
TITAN,2026-08-31 12:55:00+05:30,5129.8,5118.2,5153.000000000001,1,11.600000000000364,0.22612967367149522,11.600000000000364,-11.600000000000364,-22.16858478064036,-1.0,STOP
BAJFINANCE,2026-08-20 11:00:00+05:30,1100.8,1098.3,1105.8,9,2.5,0.2271075581395349,22.5,-22.5,-42.911032765842,-1.0,STOP
HCLTECH,2026-08-13 11:50:00+05:30,1363.2,1360.1,1369.4000000000003,7,3.1000000000001364,0.227406103286395,21.700000000000955,43.40000000000191,23.666263179525902,2.0,TARGET
TCS,2026-08-25 14:25:00+05:30,2282.4,2277.2,2292.8000000000006,4,5.200000000000273,0.22783035401333124,20.80000000000109,22.39999999999964,3.5417624981116376,1.0769230769230032,SESSION_CLOSE
TITAN,2026-08-18 12:15:00+05:30,5064.0,5052.4,5087.200000000001,1,11.600000000000364,0.22906793048973864,11.600000000000364,-11.600000000000364,-22.03285159575236,-1.0,STOP
SBIN,2026-08-31 11:55:00+05:30,1041.9,1039.5,1046.7000000000005,9,2.400000000000091,0.23034840195797013,21.60000000000082,-21.60000000000082,-40.918562140068815,-1.0,STOP
TCS,2026-08-19 14:15:00+05:30,2288.2,2282.9,2298.7999999999997,4,5.299999999999727,0.2316231098680066,21.19999999999891,-21.19999999999891,-40.05632944199091,-1.0,STOP
ADANIENT,2026-08-13 13:55:00+05:30,2964.9,2958.0,2978.7000000000003,3,6.900000000000091,0.23272285743195692,20.700000000000273,-20.700000000000276,-39.02448775926627,-1.0000000000000002,STOP
SUNPHARMA,2026-08-10 14:10:00+05:30,1953.5,1948.9,1962.7,5,4.599999999999909,0.23547478884053796,22.999999999999545,-22.999999999999545,-43.12228689615954,-1.0,STOP
WIPRO,2026-08-20 14:20:00+05:30,181.35,180.92,182.21,55,0.4300000000000068,0.23711055969120862,23.650000000000375,-23.65000000000037,-44.19803185042338,-0.9999999999999999,STOP
SBIN,2026-08-05 12:25:00+05:30,1053.5,1051.0,1058.5,9,2.5,0.23730422401518747,22.5,-22.5,-42.03289269279,-1.0,STOP
AXISBANK,2026-08-31 13:30:00+05:30,1263.2,1260.2,1269.2,7,3.0,0.23749208359721344,21.0,-21.0,-39.216260146084,-1.0,STOP
RELIANCE,2026-08-18 09:30:00+05:30,1322.4,1319.2,1328.8000000000002,7,3.2000000000000455,0.24198427102238695,22.40000000000032,-22.40000000000032,-41.46949244681632,-1.0,STOP
SBIN,2026-08-11 13:35:00+05:30,1069.2,1066.6,1074.4000000000003,9,2.6000000000001364,0.24317246539470033,23.400000000001228,-23.400000000001228,-43.22334109539723,-1.0,STOP
M&M,2026-08-18 09:30:00+05:30,3420.5,3412.0,3437.5,2,8.5,0.24850168104078352,17.0,-17.0,-31.0923091147,-1.0,STOP
TCS,2026-08-28 11:50:00+05:30,2332.5,2326.7,2344.1000000000004,4,5.800000000000182,0.24866023579850727,23.200000000000728,46.400000000001455,27.100980728049457,2.0,TARGET
HCLTECH,2026-08-14 12:15:00+05:30,1362.4,1359.0,1369.2000000000005,7,3.400000000000091,0.24955960070464556,23.800000000000637,-11.200000000000957,-30.859864228032954,-0.4705882352941453,SESSION_CLOSE
AXISBANK,2026-08-18 11:40:00+05:30,1239.5,1236.4,1245.6999999999998,8,3.099999999999909,0.25010084711576513,24.799999999999272,-24.799999999999272,-45.22656029569527,-1.0,STOP
BAJFINANCE,2026-08-18 10:30:00+05:30,1096.2,1093.4,1101.8,9,2.7999999999999545,0.25542784163473403,25.19999999999959,-25.19999999999959,-45.52255045195159,-1.0,STOP
SBIN,2026-08-25 10:55:00+05:30,1042.0,1039.3,1047.4,9,2.7000000000000455,0.2591170825335936,24.30000000000041,-24.30000000000041,-43.617336873606405,-1.0,STOP
INFY,2026-08-11 11:35:00+05:30,1189.2,1186.1,1195.4000000000003,8,3.1000000000001364,0.2606794483686627,24.80000000000109,-24.80000000000109,-44.39648379723309,-1.0,STOP
M&M,2026-08-20 14:25:00+05:30,3448.0,3439.0,3466.0,2,9.0,0.2610208816705336,18.0,-18.0,-32.20462249732,-1.0,STOP
INFY,2026-08-31 13:00:00+05:30,1123.4,1120.4,1129.4,8,3.0,0.26704646608509874,24.0,48.0,29.406287239168,2.0,TARGET
SUNPHARMA,2026-08-03 12:00:00+05:30,1969.0,1963.7,1979.6,5,5.2999999999999545,0.26917216861350707,26.499999999999773,-26.499999999999773,-46.77816008392977,-1.0,STOP
ICICIBANK,2026-08-27 12:55:00+05:30,1446.6,1442.7,1454.3999999999996,6,3.8999999999998636,0.2695976773123091,23.39999999999918,3.6000000000008185,-14.30851258490318,0.1538461538461942,SESSION_CLOSE
AXISBANK,2026-08-28 10:25:00+05:30,1261.1,1257.7,1267.8999999999996,7,3.3999999999998636,0.26960589961143955,23.799999999999045,0.700000000000955,-17.510705310797043,0.029411764705923656,SESSION_CLOSE
TCS,2026-08-25 11:25:00+05:30,2282.4,2276.2,2294.8000000000006,4,6.200000000000273,0.2716438836312773,24.80000000000109,-24.80000000000109,-43.60436308299309,-1.0,STOP
HDFCBANK,2026-08-27 13:15:00+05:30,717.15,715.2,721.0499999999998,13,1.9499999999999318,0.2719096423342302,25.349999999999113,-25.349999999999117,-44.55258046554812,-1.0000000000000002,STOP
HDFCBANK,2026-08-14 09:50:00+05:30,729.1,727.1,733.1,13,2.0,0.274310794129749,26.0,-26.0,-45.522296761708,-1.0,STOP
LT,2026-08-14 13:40:00+05:30,4058.2,4047.0,4080.6,2,11.199999999999818,0.2759844265930663,22.399999999999636,-2.399999999999636,-19.13988709427164,-0.10714285714284265,SESSION_CLOSE
ITC,2026-08-24 14:00:00+05:30,268.5,267.75,270.0,37,0.75,0.27932960893854747,27.75,-27.75,-48.211355210175,-1.0,STOP
KOTAKBANK,2026-08-13 12:00:00+05:30,391.6,390.5,393.80000000000007,25,1.1000000000000227,0.2808988764045002,27.50000000000057,-27.50000000000057,-47.66356388695057,-1.0,STOP
TCS,2026-08-13 13:15:00+05:30,2364.7,2358.0,2378.0999999999995,4,6.699999999999818,0.2833340381443658,26.799999999999272,-26.799999999999272,-46.28115875594328,-1.0,STOP
TCS,2026-08-31 11:55:00+05:30,2325.0,2318.3,2338.4,4,6.699999999999818,0.2881720430107449,26.799999999999272,-8.0,-27.17504229056,-0.29850746268657524,SESSION_CLOSE
BHARTIARTL,2026-08-31 10:45:00+05:30,1890.9,1885.4,1901.9,5,5.5,0.29086678301337987,27.5,-27.5,-46.97148966917,-1.0,STOP
INFY,2026-08-13 11:50:00+05:30,1168.3,1164.9,1175.0999999999997,8,3.3999999999998636,0.2910211418299977,27.19999999999891,-27.19999999999891,-46.44884185900691,-1.0,STOP
WIPRO,2026-08-28 12:25:00+05:30,180.7,180.17,181.76,55,0.5300000000000011,0.29330381848367526,29.150000000000063,58.300000000000125,37.73217544454613,2.0,TARGET
TITAN,2026-08-17 12:20:00+05:30,5103.4,5088.2,5133.799999999999,1,15.199999999999818,0.297840655249438,15.199999999999818,-15.199999999999818,-25.710017415687812,-1.0,STOP
SBIN,2026-08-25 10:00:00+05:30,1037.3,1034.2,1043.4999999999998,9,3.099999999999909,0.2988527908994417,27.89999999999918,-27.89999999999918,-47.12597076032918,-1.0,STOP
AXISBANK,2026-08-17 12:35:00+05:30,1221.7,1217.9,1229.3,8,3.7999999999999545,0.31104199066873656,30.399999999999636,60.79999999999927,40.56948001455928,2.0,TARGET
ADANIENT,2026-08-18 12:30:00+05:30,3034.4,3024.9,3053.4,3,9.5,0.31307672027418926,28.5,-28.5,-47.245681577322,-1.0,STOP
AXISBANK,2026-08-19 14:30:00+05:30,1235.8,1231.9,1243.5999999999997,8,3.8999999999998636,0.31558504612395727,31.19999999999891,0.8000000000010914,-19.594721014446908,0.025641025641061518,SESSION_CLOSE
KOTAKBANK,2026-08-27 13:00:00+05:30,425.95,424.6,428.6499999999999,23,1.349999999999966,0.316938607817811,31.049999999999216,-31.049999999999216,-51.22364216982621,-1.0,STOP
KOTAKBANK,2026-08-12 12:35:00+05:30,390.9,389.65,393.4,25,1.25,0.3197748784855462,31.25,62.5,42.26980871815,2.0,TARGET
KOTAKBANK,2026-08-10 11:30:00+05:30,389.95,388.7,392.45,25,1.25,0.32055391716886783,31.25,62.5,42.3188005592,2.0,TARGET
LT,2026-08-05 10:10:00+05:30,4072.7,4059.3,4099.499999999999,2,13.399999999999636,0.3290200604021813,26.799999999999272,-26.799999999999272,-43.57185837551927,-1.0,STOP
SBIN,2026-08-06 13:10:00+05:30,1062.8,1059.3,1069.8,9,3.5,0.32931878057960107,31.5,63.0,43.196859431388006,2.0,TARGET
WIPRO,2026-08-24 12:45:00+05:30,182.52,181.9,183.76,54,0.6200000000000045,0.33968880122726525,33.480000000000246,66.96000000000049,46.55230801791889,2.0,TARGET
ADANIENT,2026-08-27 12:05:00+05:30,3154.0,3143.2,3175.6000000000004,3,10.800000000000182,0.3424223208624027,32.400000000000546,15.900000000000546,-3.6364978484814543,0.4907407407407493,SESSION_CLOSE
TITAN,2026-08-03 11:50:00+05:30,4901.8,4885.0,4935.400000000001,2,16.800000000000182,0.3427312415847277,33.600000000000364,-33.600000000000364,-53.784655578448366,-1.0,STOP
INFY,2026-08-24 11:20:00+05:30,1137.5,1133.5,1145.5,8,4.0,0.3516483516483516,32.0,-32.0,-50.73508564624,-1.0,STOP
TITAN,2026-08-05 11:40:00+05:30,4917.5,4899.9,4952.700000000001,2,17.600000000000364,0.357905439755981,35.20000000000073,-23.0,-43.26152686546,-0.6534090909090774,SESSION_CLOSE
ADANIENT,2026-08-03 11:50:00+05:30,3066.7,3055.7,3088.7,3,11.0,0.35869175335050707,33.0,-33.0,-51.940431956496,-1.0,STOP
TCS,2026-08-11 11:45:00+05:30,2441.9,2433.1,2459.5000000000005,4,8.800000000000182,0.36037511773619646,35.20000000000073,0.7999999999992724,-19.34965866848073,0.02272727272725159,SESSION_CLOSE
M&M,2026-08-07 11:05:00+05:30,3456.0,3443.5,3481.0,2,12.5,0.3616898148148148,25.0,50.0,35.68475678468,2.0,TARGET
WIPRO,2026-08-14 11:50:00+05:30,184.33,183.66,185.67000000000004,54,0.6700000000000159,0.3634785439158118,36.18000000000086,-17.820000000000675,-38.33254295690828,-0.4925373134328428,SESSION_CLOSE
ADANIENT,2026-08-14 13:50:00+05:30,3026.0,3015.0,3048.0,3,11.0,0.3635161929940516,33.0,66.0,47.19843836604,2.0,TARGET
WIPRO,2026-08-13 11:55:00+05:30,183.08,182.4,184.44000000000003,54,0.6800000000000068,0.3714223290364905,36.72000000000037,16.739999999998588,-3.672750019749813,0.45588235294113344,SESSION_CLOSE
HINDUNILVR,2026-08-05 11:05:00+05:30,2090.8,2083.0,2106.4000000000005,4,7.800000000000182,0.3730629424143955,31.200000000000728,-31.200000000000728,-48.41611715153672,-1.0,STOP
WIPRO,2026-08-21 09:55:00+05:30,181.55,180.86,182.93,55,0.6899999999999977,0.38006058936931847,37.949999999999875,-37.94999999999988,-58.50440068570887,-1.0000000000000002,STOP
HCLTECH,2026-08-10 09:55:00+05:30,1361.2,1356.0,1371.6,7,5.2000000000000455,0.38201586835145795,36.40000000000032,-36.40000000000032,-56.01377312647232,-1.0,STOP
TCS,2026-08-14 12:50:00+05:30,2365.0,2355.9,2383.2,4,9.099999999999909,0.3847780126849856,36.399999999999636,-36.39999999999964,-55.87267662424763,-1.0000000000000002,STOP
INFY,2026-08-14 12:10:00+05:30,1168.4,1163.8,1177.6000000000004,8,4.600000000000136,0.3937007874015864,36.80000000000109,6.399999999999636,-12.888843391744366,0.17391304347824582,SESSION_CLOSE
ADANIENT,2026-08-11 10:20:00+05:30,3031.5,3019.3,3055.9,3,12.199999999999818,0.40244103579085666,36.599999999999454,-36.599999999999454,-55.31848969423145,-1.0,STOP
LT,2026-08-24 09:40:00+05:30,4102.0,4085.1,4135.8,2,16.90000000000009,0.4119941491955166,33.80000000000018,-33.80000000000018,-50.68474944675618,-1.0,STOP
HCLTECH,2026-08-05 11:00:00+05:30,1362.4,1356.7,1373.8000000000002,7,5.7000000000000455,0.4183793305930743,39.90000000000032,-39.90000000000032,-59.52710584196632,-1.0,STOP
ICICIBANK,2026-08-04 09:45:00+05:30,1452.3,1446.2,1464.4999999999998,6,6.099999999999909,0.42002341114094255,36.599999999999454,-36.599999999999454,-54.53317626737945,-1.0,STOP
TITAN,2026-08-10 13:50:00+05:30,5098.5,5077.0,5141.5,1,21.5,0.4216926547023634,21.5,-21.5,-31.99271876009,-1.0,STOP
AXISBANK,2026-08-21 09:30:00+05:30,1252.5,1247.2,1263.1,7,5.2999999999999545,0.4231536926147668,37.09999999999968,-37.09999999999968,-55.14337869492168,-1.0,STOP
TITAN,2026-08-27 10:25:00+05:30,5120.0,5098.2,5163.6,1,21.800000000000182,0.4257812500000036,21.800000000000182,43.60000000000037,32.988625123752364,2.0000000000000004,TARGET
SUNPHARMA,2026-08-04 10:55:00+05:30,1960.6,1951.9,1977.9999999999995,5,8.699999999999818,0.4437417117208925,43.49999999999909,-43.49999999999909,-63.67211795874909,-1.0,STOP
ADANIENT,2026-08-25 10:40:00+05:30,3000.7,2987.3,3027.499999999999,3,13.399999999999636,0.4465624687572779,40.19999999999891,80.39999999999782,61.73856971256983,2.0,TARGET
SBIN,2026-08-12 12:45:00+05:30,1083.0,1078.1,1092.8000000000002,9,4.900000000000091,0.45244690674054394,44.10000000000082,-44.10000000000082,-64.15591551028282,-1.0,STOP
TITAN,2026-08-12 14:05:00+05:30,5040.4,5016.5,5088.199999999999,1,23.899999999999636,0.4741687167685032,23.899999999999636,47.79999999999927,37.34803123665127,2.0,TARGET
AXISBANK,2026-08-17 09:45:00+05:30,1222.5,1216.1,1235.3000000000002,8,6.400000000000091,0.5235173824130954,51.20000000000073,-51.20000000000073,-71.31588439318473,-1.0,STOP
LT,2026-08-04 09:35:00+05:30,4018.3,3996.2,4062.500000000001,2,22.100000000000364,0.5499838240051853,44.20000000000073,-44.20000000000073,-60.72756368822073,-1.0,STOP
LT,2026-08-13 11:30:00+05:30,4023.0,3992.9,4083.2,2,30.09999999999991,0.7481978622918197,60.19999999999982,56.39999999999964,39.73822029448764,0.936877076411957,SESSION_CLOSE
